CNPJ,Razão Social,Categoria,Porte,CNAE,Origem da Cobertura,TEM_SESI,TEM_SENAI,TEM_SESI_SENAI,STATUS_RELACIONAMENTO,QTD_REGISTROS_BASE,SEBRAE_situacao_atual,SEBRAE_razao_social,SEBRAE_SETOR,SEBRAE_CNAE PRIMARIO,SEBRAE_Porte,SEBRAE_Municipio,SEBRAE_SESI,SEBRAE_SENAI,SEBRAE_cnae_codigo_recuperado,SEBRAE_cnae_norm,SEBRAE_cnae_divisao,SEBRAE_secao,SEBRAE_setor,SEBRAE_subsetor,SEBRAE_e_industria,SEBRAE_auditoria,SEBRAE_elegivel_sebrae,SEBRAE_oportunidade_comercial,ENCONTRADO_SEBRAE
00237471000118,"Melro, Sampaio & Cia Ltda",Não Indústria,4.Micro,Comércio varejista de plantas e flores naturais,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
00279531000750,Tupan Construcoes Ltda,Não Indústria,3.Pequena,Comércio atacadista de materiais de construção em geral,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
00290431000130,Servicos E Pecas Diesel Arapiraca Ltda,Industria,4.Micro,Serviços de manutenção e reparação mecânica de veículos automotores,Proposta,False,True,False,SOMENTE SENAI,1,ATIVA,SERVICOS E PECAS DIESEL ARAPIRACA LTDA,INDÚSTRIA,Servicos de manutencao e reparacao mecanica de veiculos automotores,MICRO EMPRESA,Arapiraca,,290431000130.0,4520-0/01,4520001.0,45.0,G,Comercio e reparacao de veiculos,Comercio e reparacao de veiculos,False,False,NAO,FORA DO ESCOPO SEBRAE,True
00292156000193,Prorede Comercio E Servicos Ltda,Não Indústria,4.Micro,Comércio varejista de materiais de construção não especificados anteriormente,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
00298863000197,Farmacia De Manip Derm E Cosmetica Ltda,Não Indústria,4.Micro,"Comércio varejista de produtos farmacêuticos, com manipulação de fórmulas",Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
00321975000111,Araforros Ind E Comercio De Perfilados Ltda Em Recuperacao Judicial,Industria | Indústria,2.Média,"Fabricação de artefatos de material plástico para uso na construção, exceto tubos e acessórios",Migração | Proposta,True,True,True,SESI + SENAI,2,ATIVA,ARAFORROS IND E COMERCIO DE PERFILADOS LTDA EM RECUPERACAO JUDICIAL,INDÚSTRIA,"Fabricacao de artefatos de material plastico para uso na construcao, exceto tubos e acessorios",DEMAIS,Arapiraca,321975000111.0,321975000111.0,2229-3/03,2229303.0,22.0,C,Industria de transformacao,Borracha e material plastico,True,False,SIM,NÃO ATENDIDA,True
00360305000104,Caixa Economica Federal,Nao Industria,4.Micro,Caixas econômicas,Proposta,False,True,False,SOMENTE SENAI,1,,,,,,,,,,,,,,,,,,,False
00361941000150,Albuquerque Engenharia Ltda,Indústria,2.Média,Construção de edifícios,Proposta,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
00390664000104,Oiticica Industrial E Comercial Ltda,Indústria,3.Pequena,Fabricação de águas envasadas,Migração,True,False,False,SOMENTE SESI,1,ATIVA,OITICICA INDUSTRIAL E COMERCIAL LTDA,INDÚSTRIA,Fabricacao de aguas envasadas,DEMAIS,Rio Largo,390664000104.0,390664000104.0,1121-6/00,1121600.0,11.0,C,Industria de transformacao,Bebidas,True,False,SIM,NÃO ATENDIDA,True
00400203000175,Geovane Veiculos Ltda,Não Indústria,4.Micro,"Comércio a varejo de automóveis, camionetas e utilitários usados",Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
00405481000115,Maria C Do Sacramento Santos Ferragens Ltda,Não Indústria,4.Micro,Comércio varejista de ferragens e ferramentas,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
00407844000151,Lourenco Peixoto Neto,Não Indústria,4.Micro,Comércio varejista de plantas e flores naturais,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
00421822000146,Kinata Sorvetes Ltda.,Industria | Indústria,3.Pequena,Fabricação de sorvetes e outros gelados comestíveis,Proposta,True,True,True,SESI + SENAI,2,ATIVA,KINATA SORVETES LTDA.,INDÚSTRIA,Fabricacao de sorvetes e outros gelados comestiveis,MICRO EMPRESA,Rio Largo,421822000146.0,421822000146.0,1053-8/00,1053800.0,10.0,C,Industria de transformacao,Alimentos,True,False,SIM,NÃO ATENDIDA,True
00469393000187,Valmar Servicos Industriais Ltda,Industria,2.Média,Serviços de engenharia,Proposta,False,True,False,SOMENTE SENAI,1,ATIVA,VALMAR SERVICOS INDUSTRIAIS LTDA,INDÚSTRIA,Servicos de engenharia,DEMAIS,Maceió,,469393000187.0,7112-0/00,7112000.0,71.0,M,Atividades profissionais e tecnicas,Atividades profissionais e tecnicas,False,False,NAO,FORA DO ESCOPO SEBRAE,True
00482915000180,Dorgival Jose Da Silva,Industria | Indústria,4.Micro,Serrarias com desdobramento de madeira em bruto,Migração | Proposta,True,True,True,SESI + SENAI,2,ATIVA,DORGIVAL JOSE DA SILVA,INDÚSTRIA,Serrarias com desdobramento de madeira em bruto,MICRO EMPRESA,Murici,482915000180.0,482915000180.0,1610-2/03,1610203.0,16.0,C,Industria de transformacao,Produtos de madeira,True,False,SIM,NÃO ATENDIDA,True
00554672000149,Vera Comercio E Confeccoes Ltda,Indústria,4.Micro,"Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida",Migração,True,False,False,SOMENTE SESI,1,ATIVA,VERA COMERCIO E CONFECCOES LTDA,INDÚSTRIA,"Confeccao de pecas de vestuario, exceto roupas intimas e as confeccionadas sob medida",MICRO EMPRESA,Maceió,554672000149.0,,1412-6/01,1412601.0,14.0,C,Industria de transformacao,Confeccao de vestuario e acessorios,True,False,SIM,NÃO ATENDIDA,True
00562968000101,Britex Mineracoes Ltda,Indústria,3.Pequena,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,Migração,True,False,False,SOMENTE SESI,1,ATIVA,BRITEX MINERACOES LTDA,INDÚSTRIA,Extracao e britamento de pedras e outros materiais para construcao e beneficiamento associado,DEMAIS,Rio Largo,562968000101.0,,0810-0/99,810099.0,8.0,B,Industria extrativa,Extracao de minerais nao-metalicos,True,False,SIM,NÃO ATENDIDA,True
00598187000177,Inove Engenharia Termica Ltda,Indústria,3.Pequena,"Instalação e manutenção de sistemas centrais de ar condicionado, de ventilação e refrigeração",Proposta,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
00673581000122,Tt Comercio De Areia E Brita E Servicos De Solda Ltda,Não Indústria,4.Micro,"Comércio varejista de cal, areia, pedra britada, tijolos e telhas",Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
00682642000118,Ilumina Instalacoes Ltda,Indústria,3.Pequena,Instalação e manutenção elétrica,Migração,True,False,False,SOMENTE SESI,1,ATIVA,ILUMINA INSTALACOES LTDA,INDÚSTRIA,Instalacao e manutencao eletrica,PEQUENO PORTE,Maceió,682642000118.0,,4321-5/00,4321500.0,43.0,F,Construcao,Servicos especializados para construcao,True,False,SIM,NÃO ATENDIDA,True
00692703000128,Habitar Investimentos E Incorporacoes Ltda,Indústria,4.Micro,Construção de edifícios,Migração,True,False,False,SOMENTE SESI,1,ATIVA,HABITAR INVESTIMENTOS E INCORPORACOES LTDA,INDÚSTRIA,Construcao de edificios,MICRO EMPRESA,Maceió,692703000128.0,,4120-4/00,4120400.0,41.0,F,Construcao,Construcao de edificios,True,False,SIM,NÃO ATENDIDA,True
00719380000119,It Telecomunicacoes Ltda,Indústria,4.Micro,Provedores de acesso às redes de comunicações,Migração,True,False,False,SOMENTE SESI,1,ATIVA,IT TELECOMUNICACOES LTDA,INDÚSTRIA,Provedores de acesso as redes de comunicacoes,MICRO EMPRESA,Maceió,719380000119.0,,6190-6/01,6190601.0,61.0,J,Informacao e comunicacao,Informacao e comunicacao,False,False,NAO,FORA DO ESCOPO SEBRAE,True
00741946000109,Mineracao Costa Dourada Ltda,Industria | Indústria,3.Pequena,Fabricação de águas envasadas,Migração | Proposta,True,True,True,SESI + SENAI,2,ATIVA,MINERACAO COSTA DOURADA LTDA,INDÚSTRIA,Fabricacao de aguas envasadas,MICRO EMPRESA,Maragogi,741946000109.0,741946000109.0,1121-6/00,1121600.0,11.0,C,Industria de transformacao,Bebidas,True,False,SIM,NÃO ATENDIDA,True
00771260000160,B Silva & Cia Ltda,Indústria,4.Micro,"Fabricação de artigos para viagem, bolsas e semelhantes de qualquer material",Migração,True,False,False,SOMENTE SESI,1,ATIVA,B SILVA & CIA LTDA,INDÚSTRIA,"Fabricacao de artigos para viagem, bolsas e semelhantes de qualquer material",MICRO EMPRESA,Maceió,771260000160.0,,1521-1/00,1521100.0,15.0,C,Industria de transformacao,"Couros, artefatos e calcados",True,False,SIM,NÃO ATENDIDA,True
00773296000183,Map Gelo Ltda,Indústria,4.Micro,Fabricação de gelo comum,Migração,True,False,False,SOMENTE SESI,1,ATIVA,MAP GELO LTDA,INDÚSTRIA,Fabricacao de gelo comum,MICRO EMPRESA,Arapiraca,773296000183.0,,1099-6/04,1099604.0,10.0,C,Industria de transformacao,Alimentos,True,False,SIM,NÃO ATENDIDA,True
00818307000102,J M Delgado Junior,Indústria,4.Micro,Facção de roupas profissionais,Migração,True,False,False,SOMENTE SESI,1,ATIVA,J M DELGADO JUNIOR,INDÚSTRIA,Faccao de roupas profissionais,MICRO EMPRESA,Palmeira dos Índios,818307000102.0,,1413-4/03,1413403.0,14.0,C,Industria de transformacao,Confeccao de vestuario e acessorios,True,False,SIM,NÃO ATENDIDA,True
00823434000191,Agricom Agro Industria E Comercio Anadiense Ltda,Indústria,4.Micro,Fabricação de conservas de frutas,Migração,True,False,False,SOMENTE SESI,1,ATIVA,AGRICOM AGRO INDUSTRIA E COMERCIO ANADIENSE LTDA,INDÚSTRIA,Fabricacao de conservas de frutas,PEQUENO PORTE,Anadia,823434000191.0,,1031-7/00,1031700.0,10.0,C,Industria de transformacao,Alimentos,True,False,SIM,NÃO ATENDIDA,True
00823434000272,Agricom Agro Industria E Comercio Anadiense Ltda,Não Indústria,4.Micro,Comércio atacadista de produtos alimentícios em geral,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
00823434000353,Agricom Agro Industria E Comercio Anadiense Ltda,Não Indústria,4.Micro,Comércio atacadista de produtos alimentícios em geral,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
00837546000100,Ceproal - Centro De Ensino Profissionalizante De Alagoas Ltda,Não Indústria,4.Micro,Educação profissional de nível técnico,Proposta,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
00858237000108,Ind E Comercio De Massas Trigo Ltda,Indústria,3.Pequena,Fabricação de biscoitos e bolachas,Migração,True,False,False,SOMENTE SESI,1,ATIVA,IND E COMERCIO DE MASSAS TRIGO LTDA,INDÚSTRIA,Fabricacao de biscoitos e bolachas,PEQUENO PORTE,Arapiraca,858237000108.0,,1092-9/00,1092900.0,10.0,C,Industria de transformacao,Alimentos,True,False,SIM,NÃO ATENDIDA,True
00874154000102,M A Ferreira Veiga,Industria,4.Micro,FABRICAÇÃO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINÂNCIA DE PRODUÇÃO PRÓPRIA,Proposta,False,True,False,SOMENTE SENAI,1,ATIVA,M A FERREIRA VEIGA,INDÚSTRIA,Fabricacao de produtos de padaria e confeitaria com predominancia de producao propria,MICRO EMPRESA,Arapiraca,,874154000102.0,1091-1/02,1091102.0,10.0,C,Industria de transformacao,Alimentos,True,False,SIM,NÃO ATENDIDA,True
00887925000104,Grafmarques Industria Editora E Servicos Ltda,Industria,4.Micro,"Impressão de livros, revistas e outras publicações periódicas",Migração,False,True,False,SOMENTE SENAI,1,ATIVA,GRAFMARQUES INDUSTRIA EDITORA E SERVICOS LTDA,INDÚSTRIA,"Impressao de livros, revistas e outras publicacoes periodicas",DEMAIS,Maceió,,887925000104.0,1811-3/02,1811302.0,18.0,C,Industria de transformacao,Impressao e reproducao de gravacoes,True,False,SIM,NÃO ATENDIDA,True
00930087000104,Prener Engenharia Ltda,Indústria,3.Pequena,Construção de estações e redes de distribuição de energia elétrica,Proposta,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
00961032000153,Multbox Esquadrias De Aluminio Ltda,Indústria,3.Pequena,Fabricação de esquadrias de metal,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
00969924000109,F.t.lindoso & Cia. Ltda,Não Indústria,4.Micro,Atividades de condicionamento físico,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
00987872000195,Leonia Peixoto Cavalcante,Não Indústria,4.Micro,"Lanchonetes, casas de chá, de sucos e similares",Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
01014074000140,Adilson Ferreira Dos Anjos,Não Indústria,4.Micro,Comércio varejista de materiais de construção em geral,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
01106583000100,Sacramento E Moreira Ltda,Não Indústria,3.Pequena,Restaurantes e similares,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
01129810000105,Fundo Municipal De Educacao,Nao Industria | Não Indústria,4.Micro,Atividades de associações de defesa de direitos sociais,Migração | Proposta,True,True,True,SESI + SENAI,2,,,,,,,,,,,,,,,,,,,False
01177442000170,Avante Energia E Servicos Ltda,Nao Industria,4.Micro,Outras atividades de prestação de serviços de informação não especificadas anteriormente,Proposta,False,True,False,SOMENTE SENAI,1,,,,,,,,,,,,,,,,,,,False
01182834000128,Reis & Gomes Ltda,Não Indústria,4.Micro,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
01232050000167,Iranildo Barbosa De Farias,Indústria,4.Micro,"Fabricação de letras, letreiros e placas de qualquer material, exceto luminosos",Migração,True,False,False,SOMENTE SESI,1,ATIVA,IRANILDO BARBOSA DE FARIAS LTDA,INDÚSTRIA,"Fabricacao de letras, letreiros e placas de qualquer material, exceto luminosos",MICRO EMPRESA,Arapiraca,1232050000167.0,,3299-0/03,3299003.0,32.0,C,Industria de transformacao,Produtos diversos,True,False,SIM,NÃO ATENDIDA,True
01243011000165,Grafica E Editora Poligraf Ltda,Indústria,3.Pequena,"Impressão de livros, revistas e outras publicações periódicas",Migração,True,False,False,SOMENTE SESI,1,ATIVA,GRAFICA E EDITORA POLIGRAF LTDA,INDÚSTRIA,"Impressao de livros, revistas e outras publicacoes periodicas",PEQUENO PORTE,Maceió,1243011000165.0,,1811-3/02,1811302.0,18.0,C,Industria de transformacao,Impressao e reproducao de gravacoes,True,False,SIM,NÃO ATENDIDA,True
01247474000103,Ana M.borges Utiama,Não Indústria,4.Micro,Atividades de podologia,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
01285165000462,O Borrachao Ltda,Nao Industria,4.Micro,Comércio varejista de outros produtos não especificados anteriormente,Migração,False,True,False,SOMENTE SENAI,1,,,,,,,,,,,,,,,,,,,False
01301040000136,Grafpel Ind Grafica Ltda,Indústria,4.Micro,Impressão de material para outros usos,Migração,True,False,False,SOMENTE SESI,1,ATIVA,GRAFPEL IND GRAFICA LTDA,INDÚSTRIA,Impressao de material para outros usos,MICRO EMPRESA,Maceió,1301040000136.0,,1813-0/99,1813099.0,18.0,C,Industria de transformacao,Impressao e reproducao de gravacoes,True,False,SIM,NÃO ATENDIDA,True
01334368000159,Ultraplast Ind.e Com.de Sacolas Plasticas Ltda,Indústria,2.Média,Fabricação de artefatos de material plástico para outros usos não especificados anteriormente,Migração,True,False,False,SOMENTE SESI,1,ATIVA,ULTRAPLAST IND.E COM.DE SACOLAS PLASTICAS LTDA,INDÚSTRIA,Fabricacao de artefatos de material plastico para outros usos nao especificados anteriormente,DEMAIS,Maceió,1334368000159.0,1334368000159.0,2229-3/99,2229399.0,22.0,C,Industria de transformacao,Borracha e material plastico,True,False,SIM,NÃO ATENDIDA,True
01336881000189,Armario Quarto E Cozinha Ind. E Com. Ltda,Industria | Indústria,4.Micro,Fabricação de móveis com predominância de madeira,Migração | Proposta,True,True,True,SESI + SENAI,2,ATIVA,ARMARIO QUARTO E COZINHA IND. E COM. LTDA,INDÚSTRIA,Fabricacao de moveis com predominancia de madeira,MICRO EMPRESA,Maceió,1336881000189.0,1336881000189.0,3101-2/00,3101200.0,31.0,C,Industria de transformacao,Moveis,True,False,SIM,NÃO ATENDIDA,True
01357555000158,Amazonas Industria E Comercio De Alimentos Ltda,Indústria,4.Micro,Fabricação de outros produtos alimentícios não especificados anteriormente,Migração,True,False,False,SOMENTE SESI,1,ATIVA,AMAZONAS INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,INDÚSTRIA,Fabricacao de outros produtos alimenticios nao especificados anteriormente,PEQUENO PORTE,Maceió,1357555000158.0,,1099-6/99,1099699.0,10.0,C,Industria de transformacao,Alimentos,True,False,SIM,NÃO ATENDIDA,True
01413951000155,Ferplas Industria De Artefatos De Arame Ltda,Industria,3.Pequena,Fabricação de outros produtos de metal não especificados anteriormente,Proposta,False,True,False,SOMENTE SENAI,1,ATIVA,FERPLAS INDUSTRIA DE ARTEFATOS DE ARAME LTDA,INDÚSTRIA,Fabricacao de outros produtos de metal nao especificados anteriormente,DEMAIS,Maceió,,1413951000155.0,2599-3/99,2599399.0,25.0,C,Industria de transformacao,Produtos de metal (exceto maquinas),True,False,SIM,NÃO ATENDIDA,True
01454407000151,Cardiodinamica Ltda,Não Indústria,2.Média,Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgências,Proposta,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
01528374000147,Engie Solucoes De Operacao E Manutencao Ltda.,Indústria,1.Grande,Serviços de engenharia,Proposta,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
01551272002005,Asa Industria E Comercio Ltda,Nao Industria,3.Pequena,Comércio atacadista de produtos alimentícios em geral,Proposta,False,True,False,SOMENTE SENAI,1,,,,,,,,,,,,,,,,,,,False
01563491000141,Brisamar Pousada Ltda,Não Indústria,4.Micro,Outros alojamentos não especificados anteriormente,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
01584452000120,Kifrios Comercio E Industria De Frios Ltda,Indústria,3.Pequena,Fabricação de gelo comum,Migração,True,False,False,SOMENTE SESI,1,ATIVA,KIFRIOS COMERCIO E INDUSTRIA DE FRIOS LTDA,INDÚSTRIA,Fabricacao de gelo comum,PEQUENO PORTE,Maceió,1584452000120.0,1584452000120.0,1099-6/04,1099604.0,10.0,C,Industria de transformacao,Alimentos,True,False,SIM,NÃO ATENDIDA,True
01596670000185,Jose Sergio Silva Morais,Indústria,4.Micro,Fabricação de laticínios,Migração,True,False,False,SOMENTE SESI,1,ATIVA,JOSE SERGIO SILVA MORAIS,INDÚSTRIA,Fabricacao de laticinios,MICRO EMPRESA,Major Isidoro,1596670000185.0,,1052-0/00,1052000.0,10.0,C,Industria de transformacao,Alimentos,True,False,SIM,NÃO ATENDIDA,True
01611866000525,P J Refeicoes Coletivas Ltda,Indústria,3.Pequena,Fornecimento de alimentos preparados preponderantemente para empresas,Migração,True,False,False,SOMENTE SESI,1,ATIVA,P J REFEICOES COLETIVAS LTDA,INDÚSTRIA,Fornecimento de alimentos preparados preponderantemente para empresas,DEMAIS,Maceió,1611866000525.0,,5620-1/01,5620101.0,56.0,I,Alojamento e alimentacao,Alojamento e alimentacao,False,False,NAO,FORA DO ESCOPO SEBRAE,True
01611866001092,P J Refeicoes Coletivas Ltda,Indústria,3.Pequena,Fornecimento de alimentos preparados preponderantemente para empresas,Migração,True,False,False,SOMENTE SESI,1,ATIVA,P J REFEICOES COLETIVAS LTDA,INDÚSTRIA,Fornecimento de alimentos preparados preponderantemente para empresas,DEMAIS,Maceió,1611866001092.0,,5620-1/01,5620101.0,56.0,I,Alojamento e alimentacao,Alojamento e alimentacao,False,False,NAO,FORA DO ESCOPO SEBRAE,True
01637593000164,Enord Engenharia Ltda,Industria | Indústria,1.Grande,Construção de edifícios,Migração,True,True,True,SESI + SENAI,2,ATIVA,ENORD ENGENHARIA LTDA,INDÚSTRIA,Construcao de edificios,DEMAIS,Maceió,1637593000164.0,1637593000164.0,4120-4/00,4120400.0,41.0,F,Construcao,Construcao de edificios,True,False,SIM,NÃO ATENDIDA,True
01637895000132,Votorantim Cimentos S.a.,Indústria,1.Grande,Fabricação de cimento,Proposta,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
01656786000162,Grafimar Ltda,Não Indústria,4.Micro,"Edição integrada à impressão de cadastros, listas e outros produtos gráficos",Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
01670186000159,Gildete M. Dos Santos Silva Restaurante,Não Indústria,4.Micro,Restaurantes e similares,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
01707112000140,Cooperativa Dos Medicos Da Santa Casa De Maceio,Não Indústria,3.Pequena,Atividades de profissionais da área de saúde não especificadas anteriormente,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
01707112000301,Cooperativa Dos Medicos Da Santa Casa De Maceio,Não Indústria,4.Micro,Atividades de profissionais da área de saúde não especificadas anteriormente,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
01728967000157,Pao Da Arte Comercio E Industria Ltda,Indústria,4.Micro,FABRICAÇÃO DE PRODUTOS DE PANIFICAÇÃO INDUSTRIAL,Migração,True,False,False,SOMENTE SESI,1,ATIVA,PAO DA ARTE COMERCIO E INDUSTRIA LTDA,INDÚSTRIA,Fabricacao de produtos de padaria e confeitaria com predominancia de producao propria,PEQUENO PORTE,Maceió,1728967000157.0,,1091-1/02,1091102.0,10.0,C,Industria de transformacao,Alimentos,True,False,SIM,NÃO ATENDIDA,True
01744683000154,Maceoleo Ltda,Não Indústria,4.Micro,Comércio varejista de lubrificantes,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
01758073000100,Auricelia Maria De Rezende,Indústria,4.Micro,"Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida",Migração,True,False,False,SOMENTE SESI,1,ATIVA,AURICELIA MARIA DE REZENDE,INDÚSTRIA,"Confeccao de pecas de vestuario, exceto roupas intimas e as confeccionadas sob medida",MICRO EMPRESA,Maceió,1758073000100.0,,1412-6/01,1412601.0,14.0,C,Industria de transformacao,Confeccao de vestuario e acessorios,True,False,SIM,NÃO ATENDIDA,True
01771408000120,Jorge Pereira Da Rocha Neto,Não Indústria,4.Micro,"Aluguel de palcos, coberturas e outras estruturas de uso temporário, exceto andaimes",Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
01774021000127,Vulcap - Vulcanizacao Arapiraca Ltda,Indústria,4.Micro,Fabricação de pneumáticos e de câmaras-de-ar,Migração,True,False,False,SOMENTE SESI,1,ATIVA,VULCAP - VULCANIZACAO ARAPIRACA LTDA,INDÚSTRIA,Fabricacao de pneumaticos e de camaras de ar,PEQUENO PORTE,Arapiraca,1774021000127.0,,2211-1/00,2211100.0,22.0,C,Industria de transformacao,Borracha e material plastico,True,False,SIM,NÃO ATENDIDA,True
01774589000148,Mestre Cuca Restaurante Ltda,Não Indústria,3.Pequena,Restaurantes e similares,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
01788792000173,Carmem Lucia De Souza Feitosa,Industria | Indústria,4.Micro,"Fabricação de móveis de outros materiais, exceto madeira e metal",Migração | Proposta,True,True,True,SESI + SENAI,2,ATIVA,CARMEM LUCIA DE SOUZA FEITOSA,INDÚSTRIA,"Fabricacao de moveis de outros materiais, exceto madeira e metal",MICRO EMPRESA,Maceió,1788792000173.0,1788792000173.0,3103-9/00,3103900.0,31.0,C,Industria de transformacao,Moveis,True,False,SIM,NÃO ATENDIDA,True
01832386000160,Tecserv - Comercio E Servicos Ltda,Não Indústria,4.Micro,Aluguel de máquinas e equipamentos para escritório,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
01839841000150,Gelbanise Oliveira De Almeida,Não Indústria,4.Micro,Comércio varejista de bicicletas e triciclos; peças e acessórios,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
01864858000167,Dilab- Diagnostico Laboratorial S/s Ltda,Nao Industria,4.Micro,Laboratórios clínicos,Proposta,False,True,False,SOMENTE SENAI,1,,,,,,,,,,,,,,,,,,,False
01868460000107,Condominio Residencial Aquarius,Não Indústria,4.Micro,Condomínios prediais,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
01899414000167,Mecbrun-industria E Comercio Ltda,Indústria,3.Pequena,Fabricação de obras de caldeiraria pesada,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
01908548000105,Buffet Izabel Pinheiro Ltda,Não Indústria,4.Micro,Serviços de alimentação para eventos e recepções - bufê,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
01974371000218,Risoterm Isolantes Termicos Ltda,Industria,3.Pequena,Outras obras de instalações em construções não especificadas anteriormente,Proposta,False,True,False,SOMENTE SENAI,1,ATIVA,RISOTERM ISOLANTES TERMICOS LTDA,INDÚSTRIA,Outras obras de instalacoes em construcoes nao especificadas anteriormente,DEMAIS,Marechal Deodoro,,1974371000218.0,4329-1/99,4329199.0,43.0,F,Construcao,Servicos especializados para construcao,True,False,SIM,NÃO ATENDIDA,True
02040502000171,Edivaldo Araujo,Não Indústria,4.Micro,Comércio varejista de materiais de construção em geral,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
02072980000163,Proenge Construcoes Ltda,Indústria,4.Micro,Construção de edifícios,Migração,True,False,False,SOMENTE SESI,1,ATIVA,PROENGE CONSTRUCOES LTDA,INDÚSTRIA,Construcao de edificios,DEMAIS,Maceió,2072980000163.0,,4120-4/00,4120400.0,41.0,F,Construcao,Construcao de edificios,True,False,SIM,NÃO ATENDIDA,True
02112625000170,Unigraf Ltda,Indústria,4.Micro,Impressão de material para outros usos,Migração,True,False,False,SOMENTE SESI,1,ATIVA,UNIGRAF LTDA,INDÚSTRIA,Impressao de material para outros usos,MICRO EMPRESA,Arapiraca,2112625000170.0,,1813-0/99,1813099.0,18.0,C,Industria de transformacao,Impressao e reproducao de gravacoes,True,False,SIM,NÃO ATENDIDA,True
02143828000124,Lima & Antunes Ltda,Indústria,3.Pequena,Fabricação de laticínios,Migração,True,False,False,SOMENTE SESI,1,ATIVA,LIMA & ANTUNES LTDA,INDÚSTRIA,Fabricacao de laticinios,MICRO EMPRESA,Capela,2143828000124.0,,1052-0/00,1052000.0,10.0,C,Industria de transformacao,Alimentos,True,False,SIM,NÃO ATENDIDA,True
02177802000105,Gm Auto Capas Al Ltda,Indústria,4.Micro,SERVIÇOS DE CAPOTARIA,Migração,True,False,False,SOMENTE SESI,1,ATIVA,GM AUTO CAPAS AL LTDA,INDÚSTRIA,Servicos de capotaria,PEQUENO PORTE,Maceió,2177802000105.0,,4520-0/08,4520008.0,45.0,G,Comercio e reparacao de veiculos,Comercio e reparacao de veiculos,False,False,NAO,FORA DO ESCOPO SEBRAE,True
02180731000191,Casa Para Velhice Luiza De Marillac,Não Indústria,3.Pequena,Atividades de associações de defesa de direitos sociais,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
